02/12 17:22:02 FINE aw.TACAgent|Log for game 78 started
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ Clients with no first and last hotel day : [7]
02/12 17:30:53 FINE aw.PostTraumaticAgent|************ Totally Dropped Clients: [7]
02/12 17:31:03 FINE aw.TACAgent|Game 78 has ended
02/12 17:31:03 FINE aw.PostTraumaticAgent|Start Printing All Flight Prices
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Inflight 1 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1591, 265.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 259.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21587, 257.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 266.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 261.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 253.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 253.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 271.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 268.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 262.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 264.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 255.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 247.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 259.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 259.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 267.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 271.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 275.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 270.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 276.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 289.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 299.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 314.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 321.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 336.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 345.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 348.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 357.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 371.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 375.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 390.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 396.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 412.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 426.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 436.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 430.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391780, 423.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 433.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 442.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 433.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 446.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 451.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 463.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 465.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 465.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 482.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 492.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 487.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 495.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 491.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 497.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Inflight 2 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 265.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21587, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 254.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 253.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 254.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 259.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 269.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 250.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 255.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 257.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 241.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 238.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 241.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 232.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 224.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 231.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 241.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 231.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 232.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 242.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 245.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 243.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 237.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 237.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 230.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 229.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 234.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 227.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 234.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 232.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 240.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 229.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 227.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Inflight 3 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 285.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 292.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21587, 299.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 299.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 300.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 306.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 298.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 288.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 282.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 272.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 273.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 268.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 266.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 263.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 268.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 268.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 275.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 285.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 294.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 302.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 308.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 317.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 315.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 306.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 314.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 311.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 309.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 320.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 337.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 349.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 357.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 376.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 390.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 398.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 392.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 389.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 392.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 399.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 422.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 426.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 435.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 431.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 439.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 439.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 431.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 457.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 482.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 488.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 486.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 503.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 522.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 533.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 562.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 562.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Inflight 4 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 255.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 260.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21587, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 251.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 250.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 245.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 245.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 233.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 231.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 238.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 228.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 224.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 220.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 219.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 224.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 224.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 227.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 222.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 221.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 212.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 204.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 195.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 199.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 192.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 184.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 183.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 180.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 181.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 182.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 174.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 176.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 167.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 168.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 158.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 157.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 150.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 150.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 152.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 159.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 165.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 171.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 179.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 185.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 188.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 193.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 196.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 205.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 206.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 214.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 221.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 231.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 240.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Outflight 2 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 273.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 268.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21588, 266.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 271.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 267.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 269.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 267.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 273.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 265.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 255.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 256.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 247.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 243.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 232.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 242.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 239.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 232.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 222.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 218.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 208.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 198.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 188.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 183.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 173.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 175.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 175.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 177.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 178.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 182.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 182.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 188.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 194.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 201.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 210.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 208.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 212.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 221.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 229.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 235.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 231.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 241.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 237.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 236.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 243.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 238.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 246.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 246.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 248.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 247.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Outflight 3 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 371.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 375.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21588, 382.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 387.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 391.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 387.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 390.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 391.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 399.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 401.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 409.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 407.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 397.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 399.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 405.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 417.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 425.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 422.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 413.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 412.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 424.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 424.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 416.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 422.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 427.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 429.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 441.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 453.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 464.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 469.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 482.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 478.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 484.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 481.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 475.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 476.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 486.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 489.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 497.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 491.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 499.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 512.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 516.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 512.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 521.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 530.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 545.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 545.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 543.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 558.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 552.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 556.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 564.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 555.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Outflight 4 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 350.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 345.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21588, 345.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 352.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 343.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 336.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|61675, 341.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|71691, 353.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|81698, 352.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|92620, 365.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|102316, 374.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|111563, 371.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|121657, 364.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|131570, 360.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|141575, 356.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|151598, 365.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|162071, 366.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|171661, 364.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|181714, 372.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|191675, 378.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|201676, 388.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|211695, 388.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|221686, 399.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|231691, 410.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|241724, 408.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|251702, 408.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|261708, 404.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|271722, 399.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|281713, 417.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|291719, 418.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|301738, 431.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|311730, 425.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|321740, 432.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|331754, 450.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|341751, 456.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|351758, 475.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|361773, 485.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|371765, 503.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|381770, 522.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|391781, 520.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|401779, 523.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|411787, 526.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|421801, 521.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|431798, 542.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|441799, 549.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|451815, 562.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|461810, 552.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|471816, 547.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|481831, 543.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|491825, 539.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|501831, 557.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|511855, 576.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|521122, 595.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|531145, 597.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|Printing (time, price) for Outflight 5 :
02/12 17:31:03 FINE aw.PostTraumaticAgent|1592, 258.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|12034, 249.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|21588, 241.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|32605, 240.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|41328, 246.0
02/12 17:31:03 FINE aw.PostTraumaticAgent|51602, 249.0
